construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	multiple	ex	k.4
191	cut	cap	first	R-MAT.50.25.13.gexf	50	576	2	1	[25, 25, 25, 25]	81	61	61.0	inf	304	0	0	0	0	[81.0, 61.0]	R-MAT	50	25	13	gexf
192	cut	cap	first	R-MAT.50.25.13.gexf	50	576	3	2	[25, 25, 25, 25]	81	53	53.0	inf	785	0	0	0	0	[81.0, 53.0]	R-MAT	50	25	13	gexf
193	cut	cap	first	R-MAT.50.25.13.gexf	50	576	5	3	[25, 25, 25, 25]	81	43	43.0	inf	717	0	0	0	0	[81.0, 43.0]	R-MAT	50	25	13	gexf
194	cut	cap	first	R-MAT.50.25.13.gexf	50	576	10	4	[25, 25, 25, 25]	81	24	24.0	inf	968	0	0	0	0	[81.0, 24.0]	R-MAT	50	25	13	gexf
196	cut	cap	first	R-MAT.50.5.14.gexf	50	187	2	1	[7, 7, 7, 7]	7	5	5.0	inf	5152	0	0	0	0	[7.0, 5.0]	R-MAT	50	5	14	gexf
197	cut	cap	first	R-MAT.50.5.14.gexf	50	187	3	2	[7, 7, 7, 7]	7	4	4.0	inf	5183	0	0	0	0	[7.0, 4.0]	R-MAT	50	5	14	gexf
198	cut	cap	first	R-MAT.50.5.14.gexf	50	187	5	3	[7, 7, 7, 7]	7	2	2.0	inf	5375	0	0	0	0	[7.0, 2.0]	R-MAT	50	5	14	gexf
201	cut	cap	first	R-MAT.50.10.14.gexf	50	324	2	1	[16, 16, 16, 16]	37	26	30.0	26.0	1017	2	0	0	0	[37.0, 30.0, 28.0, 26.0]	R-MAT	50	10	14	gexf
202	cut	cap	first	R-MAT.50.10.14.gexf	50	324	3	2	[16, 16, 16, 16]	37	22	27.0	22.0	1306	2	0	0	0	[37.0, 27.0, 25.0, 22.0]	R-MAT	50	10	14	gexf
203	cut	cap	first	R-MAT.50.10.14.gexf	50	324	5	3	[16, 16, 16, 16]	37	23	23.0	inf	1726	0	0	0	0	[37.0, 23.0]	R-MAT	50	10	14	gexf
204	cut	cap	first	R-MAT.50.10.14.gexf	50	324	10	4	[16, 16, 16, 16]	37	10	17.0	10.0	2071	5	0	0	0	[37.0, 17.0, 16.0, 15.0, 13.0, 11.0, 10.0]	R-MAT	50	10	14	gexf
206	cut	cap	first	R-MAT.50.25.14.gexf	50	582	2	1	[27, 27, 27, 27]	66	47	47.0	inf	1837	0	0	0	0	[66.0, 47.0]	R-MAT	50	25	14	gexf
207	cut	cap	first	R-MAT.50.25.14.gexf	50	582	3	2	[27, 27, 27, 27]	66	42	42.0	inf	554	0	0	0	0	[66.0, 42.0]	R-MAT	50	25	14	gexf
208	cut	cap	first	R-MAT.50.25.14.gexf	50	582	5	3	[27, 27, 27, 27]	66	34	34.0	inf	868	0	0	0	0	[66.0, 34.0]	R-MAT	50	25	14	gexf
209	cut	cap	first	R-MAT.50.25.14.gexf	50	582	10	4	[27, 27, 27, 27]	66	18	18.0	inf	906	0	0	0	0	[66.0, 18.0]	R-MAT	50	25	14	gexf
211	cut	cap	first	R-MAT.50.5.15.gexf	50	190	2	1	[5, 5, 5, 5]	6	3	3.0	inf	5205	0	0	0	0	[6.0, 3.0]	R-MAT	50	5	15	gexf
212	cut	cap	first	R-MAT.50.5.15.gexf	50	190	3	2	[5, 5, 5, 5]	6	2	2.0	inf	5240	0	0	0	0	[6.0, 2.0]	R-MAT	50	5	15	gexf
216	cut	cap	first	R-MAT.50.10.15.gexf	50	320	2	1	[17, 17, 17, 17]	29	22	22.0	inf	2667	0	0	0	0	[29.0, 22.0]	R-MAT	50	10	15	gexf
217	cut	cap	first	R-MAT.50.10.15.gexf	50	320	3	2	[17, 17, 17, 17]	29	20	20.0	inf	1778	0	0	0	0	[29.0, 20.0]	R-MAT	50	10	15	gexf
218	cut	cap	first	R-MAT.50.10.15.gexf	50	320	5	3	[17, 17, 17, 17]	29	18	18.0	inf	2781	0	0	0	0	[29.0, 18.0]	R-MAT	50	10	15	gexf
219	cut	cap	first	R-MAT.50.10.15.gexf	50	320	10	4	[17, 17, 17, 17]	29	13	13.0	inf	2937	0	0	0	0	[29.0, 13.0]	R-MAT	50	10	15	gexf
221	cut	cap	first	R-MAT.50.25.15.gexf	50	569	2	1	[18, 18, 18, 18]	59	40	40.0	inf	1685	0	0	0	0	[59.0, 40.0]	R-MAT	50	25	15	gexf
222	cut	cap	first	R-MAT.50.25.15.gexf	50	569	3	2	[18, 18, 18, 18]	59	34	34.0	inf	842	0	0	0	0	[59.0, 34.0]	R-MAT	50	25	15	gexf
223	cut	cap	first	R-MAT.50.25.15.gexf	50	569	5	3	[18, 18, 18, 18]	59	24	24.0	inf	564	0	0	0	0	[59.0, 24.0]	R-MAT	50	25	15	gexf
224	cut	cap	first	R-MAT.50.25.15.gexf	50	569	10	4	[18, 18, 18, 18]	59	9	9.0	inf	1295	0	0	0	0	[59.0, 9.0]	R-MAT	50	25	15	gexf
226	cut	cap	first	R-MAT.50.5.16.gexf	50	190	2	1	[11, 11, 11, 11]	16	11	12.0	11.0	2654	1	0	0	0	[16.0, 12.0, 11.0]	R-MAT	50	5	16	gexf
227	cut	cap	first	R-MAT.50.5.16.gexf	50	190	3	2	[11, 11, 11, 11]	16	9	11.0	9.0	2683	2	0	0	0	[16.0, 11.0, 10.0, 9.0]	R-MAT	50	5	16	gexf
228	cut	cap	first	R-MAT.50.5.16.gexf	50	190	5	3	[11, 11, 11, 11]	16	7	9.0	7.0	4414	2	0	0	0	[16.0, 9.0, 8.0, 7.0]	R-MAT	50	5	16	gexf
229	cut	cap	first	R-MAT.50.5.16.gexf	50	190	10	4	[11, 11, 11, 11]	16	4	4.0	inf	4954	0	0	0	0	[16.0, 4.0]	R-MAT	50	5	16	gexf
231	cut	cap	first	R-MAT.50.10.16.gexf	50	304	2	1	[14, 14, 14, 14]	24	18	18.0	inf	3043	0	0	0	0	[24.0, 18.0]	R-MAT	50	10	16	gexf
232	cut	cap	first	R-MAT.50.10.16.gexf	50	304	3	2	[14, 14, 14, 14]	24	15	16.0	15.0	2986	1	0	0	0	[24.0, 16.0, 15.0]	R-MAT	50	10	16	gexf
233	cut	cap	first	R-MAT.50.10.16.gexf	50	304	5	3	[14, 14, 14, 14]	24	11	12.0	11.0	2029	1	0	0	0	[24.0, 12.0, 11.0]	R-MAT	50	10	16	gexf
234	cut	cap	first	R-MAT.50.10.16.gexf	50	304	10	4	[14, 14, 14, 14]	24	5	6.0	5.0	3447	1	0	0	0	[24.0, 6.0, 5.0]	R-MAT	50	10	16	gexf
236	cut	cap	first	R-MAT.50.25.16.gexf	50	572	2	1	[24, 24, 24, 24]	60	46	46.0	inf	640	0	0	0	0	[60.0, 46.0]	R-MAT	50	25	16	gexf
237	cut	cap	first	R-MAT.50.25.16.gexf	50	572	3	2	[24, 24, 24, 24]	60	42	42.0	inf	658	0	0	0	0	[60.0, 42.0]	R-MAT	50	25	16	gexf
238	cut	cap	first	R-MAT.50.25.16.gexf	50	572	5	3	[24, 24, 24, 24]	60	34	34.0	inf	781	0	0	0	0	[60.0, 34.0]	R-MAT	50	25	16	gexf
239	cut	cap	first	R-MAT.50.25.16.gexf	50	572	10	4	[24, 24, 24, 24]	60	18	20.0	18.0	1109	2	0	0	0	[60.0, 20.0, 19.0, 18.0]	R-MAT	50	25	16	gexf
241	cut	cap	first	R-MAT.50.5.17.gexf	50	197	2	1	[8, 8, 8, 8]	9	6	6.0	inf	4902	0	0	0	0	[9.0, 6.0]	R-MAT	50	5	17	gexf
242	cut	cap	first	R-MAT.50.5.17.gexf	50	197	3	2	[8, 8, 8, 8]	9	5	5.0	inf	4965	0	0	0	0	[9.0, 5.0]	R-MAT	50	5	17	gexf
243	cut	cap	first	R-MAT.50.5.17.gexf	50	197	5	3	[8, 8, 8, 8]	9	3	3.0	inf	5190	0	0	0	0	[9.0, 3.0]	R-MAT	50	5	17	gexf
246	cut	cap	first	R-MAT.50.10.17.gexf	50	309	2	1	[13, 13, 13, 13]	23	14	14.0	inf	1110	0	0	0	0	[23.0, 14.0]	R-MAT	50	10	17	gexf
247	cut	cap	first	R-MAT.50.10.17.gexf	50	309	3	2	[13, 13, 13, 13]	23	12	12.0	inf	1961	0	0	0	0	[23.0, 12.0]	R-MAT	50	10	17	gexf
248	cut	cap	first	R-MAT.50.10.17.gexf	50	309	5	3	[13, 13, 13, 13]	23	8	8.0	inf	2015	0	0	0	0	[23.0, 8.0]	R-MAT	50	10	17	gexf
249	cut	cap	first	R-MAT.50.10.17.gexf	50	309	10	4	[13, 13, 13, 13]	23	3	3.0	inf	3597	0	0	0	0	[23.0, 3.0]	R-MAT	50	10	17	gexf
251	cut	cap	first	R-MAT.50.25.17.gexf	50	564	2	1	[23, 23, 23, 23]	71	52	52.0	inf	354	0	0	0	0	[71.0, 52.0]	R-MAT	50	25	17	gexf
252	cut	cap	first	R-MAT.50.25.17.gexf	50	564	3	2	[23, 23, 23, 23]	71	47	47.0	inf	1552	0	0	0	0	[71.0, 47.0]	R-MAT	50	25	17	gexf
253	cut	cap	first	R-MAT.50.25.17.gexf	50	564	5	3	[23, 23, 23, 23]	71	38	38.0	inf	1583	0	0	0	0	[71.0, 38.0]	R-MAT	50	25	17	gexf
254	cut	cap	first	R-MAT.50.25.17.gexf	50	564	10	4	[23, 23, 23, 23]	71	21	21.0	inf	1108	0	0	0	0	[71.0, 21.0]	R-MAT	50	25	17	gexf
256	cut	cap	first	R-MAT.50.5.18.gexf	50	184	2	1	[9, 9, 9, 9]	10	7	7.0	inf	5076	0	0	0	0	[10.0, 7.0]	R-MAT	50	5	18	gexf
257	cut	cap	first	R-MAT.50.5.18.gexf	50	184	3	2	[9, 9, 9, 9]	10	6	6.0	inf	5167	0	0	0	0	[10.0, 6.0]	R-MAT	50	5	18	gexf
258	cut	cap	first	R-MAT.50.5.18.gexf	50	184	5	3	[9, 9, 9, 9]	10	4	4.0	inf	5262	0	0	0	0	[10.0, 4.0]	R-MAT	50	5	18	gexf
261	cut	cap	first	R-MAT.50.10.18.gexf	50	317	2	1	[11, 11, 11, 11]	18	9	9.0	inf	3329	0	0	0	0	[18.0, 9.0]	R-MAT	50	10	18	gexf
262	cut	cap	first	R-MAT.50.10.18.gexf	50	317	3	2	[11, 11, 11, 11]	18	8	8.0	inf	3316	0	0	0	0	[18.0, 8.0]	R-MAT	50	10	18	gexf
263	cut	cap	first	R-MAT.50.10.18.gexf	50	317	5	3	[11, 11, 11, 11]	18	6	6.0	inf	3419	0	0	0	0	[18.0, 6.0]	R-MAT	50	10	18	gexf
264	cut	cap	first	R-MAT.50.10.18.gexf	50	317	10	4	[11, 11, 11, 11]	18	1	1.0	inf	3604	0	0	0	0	[18.0, 1.0]	R-MAT	50	10	18	gexf
266	cut	cap	first	R-MAT.50.25.18.gexf	50	589	2	1	[20, 20, 20, 20]	66	53	53.0	inf	1610	0	0	0	0	[66.0, 53.0]	R-MAT	50	25	18	gexf
267	cut	cap	first	R-MAT.50.25.18.gexf	50	589	3	2	[20, 20, 20, 20]	66	47	47.0	inf	694	0	0	0	0	[66.0, 47.0]	R-MAT	50	25	18	gexf
268	cut	cap	first	R-MAT.50.25.18.gexf	50	589	5	3	[20, 20, 20, 20]	66	37	37.0	inf	539	0	0	0	0	[66.0, 37.0]	R-MAT	50	25	18	gexf
269	cut	cap	first	R-MAT.50.25.18.gexf	50	589	10	4	[20, 20, 20, 20]	66	16	16.0	inf	842	0	0	0	0	[66.0, 16.0]	R-MAT	50	25	18	gexf
271	cut	cap	first	R-MAT.50.5.19.gexf	50	187	2	1	[6, 6, 6, 6]	9	4	4.0	inf	5105	0	0	0	0	[9.0, 4.0]	R-MAT	50	5	19	gexf
272	cut	cap	first	R-MAT.50.5.19.gexf	50	187	3	2	[6, 6, 6, 6]	9	3	3.0	inf	5213	0	0	0	0	[9.0, 3.0]	R-MAT	50	5	19	gexf
273	cut	cap	first	R-MAT.50.5.19.gexf	50	187	5	3	[6, 6, 6, 6]	9	1	1.0	inf	5517	0	0	0	0	[9.0, 1.0]	R-MAT	50	5	19	gexf
276	cut	cap	first	R-MAT.50.10.19.gexf	50	305	2	1	[16, 16, 16, 16]	31	21	21.0	inf	1546	0	0	0	0	[31.0, 21.0]	R-MAT	50	10	19	gexf
277	cut	cap	first	R-MAT.50.10.19.gexf	50	305	3	2	[16, 16, 16, 16]	31	18	18.0	inf	1387	0	0	0	0	[31.0, 18.0]	R-MAT	50	10	19	gexf
278	cut	cap	first	R-MAT.50.10.19.gexf	50	305	5	3	[16, 16, 16, 16]	31	13	13.0	inf	2054	0	0	0	0	[31.0, 13.0]	R-MAT	50	10	19	gexf
279	cut	cap	first	R-MAT.50.10.19.gexf	50	305	10	4	[16, 16, 16, 16]	31	6	6.0	inf	3537	0	0	0	0	[31.0, 6.0]	R-MAT	50	10	19	gexf
281	cut	cap	first	R-MAT.50.25.19.gexf	50	564	2	1	[23, 23, 23, 23]	76	57	57.0	inf	401	0	0	0	0	[76.0, 57.0]	R-MAT	50	25	19	gexf
282	cut	cap	first	R-MAT.50.25.19.gexf	50	564	3	2	[23, 23, 23, 23]	76	49	49.0	inf	402	0	0	0	0	[76.0, 49.0]	R-MAT	50	25	19	gexf
283	cut	cap	first	R-MAT.50.25.19.gexf	50	564	5	3	[23, 23, 23, 23]	76	38	38.0	inf	1189	0	0	0	0	[76.0, 38.0]	R-MAT	50	25	19	gexf
284	cut	cap	first	R-MAT.50.25.19.gexf	50	564	10	4	[23, 23, 23, 23]	76	22	22.0	inf	1137	0	0	0	0	[76.0, 22.0]	R-MAT	50	25	19	gexf
286	cut	cap	first	R-MAT.50.5.20.gexf	50	191	2	1	[9, 9, 9, 9]	12	8	8.0	inf	4576	0	0	0	0	[12.0, 8.0]	R-MAT	50	5	20	gexf
287	cut	cap	first	R-MAT.50.5.20.gexf	50	191	3	2	[9, 9, 9, 9]	12	7	7.0	inf	4664	0	0	0	0	[12.0, 7.0]	R-MAT	50	5	20	gexf
288	cut	cap	first	R-MAT.50.5.20.gexf	50	191	5	3	[9, 9, 9, 9]	12	5	5.0	inf	4934	0	0	0	0	[12.0, 5.0]	R-MAT	50	5	20	gexf
291	cut	cap	first	R-MAT.50.10.20.gexf	50	314	2	1	[14, 14, 14, 14]	22	15	15.0	inf	3028	0	0	0	0	[22.0, 15.0]	R-MAT	50	10	20	gexf
292	cut	cap	first	R-MAT.50.10.20.gexf	50	314	3	2	[14, 14, 14, 14]	22	13	13.0	inf	1961	0	0	0	0	[22.0, 13.0]	R-MAT	50	10	20	gexf
293	cut	cap	first	R-MAT.50.10.20.gexf	50	314	5	3	[14, 14, 14, 14]	22	9	9.0	inf	2344	0	0	0	0	[22.0, 9.0]	R-MAT	50	10	20	gexf
294	cut	cap	first	R-MAT.50.10.20.gexf	50	314	10	4	[14, 14, 14, 14]	22	4	4.0	inf	3524	0	0	0	0	[22.0, 4.0]	R-MAT	50	10	20	gexf
296	cut	cap	first	R-MAT.50.25.20.gexf	50	587	2	1	[25, 25, 25, 25]	66	56	56.0	inf	1498	0	0	0	0	[66.0, 56.0]	R-MAT	50	25	20	gexf
297	cut	cap	first	R-MAT.50.25.20.gexf	50	587	3	2	[25, 25, 25, 25]	66	52	52.0	inf	1589	0	0	0	0	[66.0, 52.0]	R-MAT	50	25	20	gexf
298	cut	cap	first	R-MAT.50.25.20.gexf	50	587	5	3	[25, 25, 25, 25]	66	44	44.0	inf	852	0	0	0	0	[66.0, 44.0]	R-MAT	50	25	20	gexf
299	cut	cap	first	R-MAT.50.25.20.gexf	50	587	10	4	[25, 25, 25, 25]	66	27	27.0	inf	1190	0	0	0	0	[66.0, 27.0]	R-MAT	50	25	20	gexf
301	cut	cap	first	R-MAT.50.5.21.gexf	50	196	2	1	[8, 8, 8, 8]	12	8	8.0	inf	2869	0	0	0	0	[12.0, 8.0]	R-MAT	50	5	21	gexf
302	cut	cap	first	R-MAT.50.5.21.gexf	50	196	3	2	[8, 8, 8, 8]	12	6	6.0	inf	3302	0	0	0	0	[12.0, 6.0]	R-MAT	50	5	21	gexf
303	cut	cap	first	R-MAT.50.5.21.gexf	50	196	5	3	[8, 8, 8, 8]	12	3	4.0	3.0	4860	1	0	0	0	[12.0, 4.0, 3.0]	R-MAT	50	5	21	gexf
306	cut	cap	first	R-MAT.50.10.21.gexf	50	311	2	1	[14, 14, 14, 14]	22	17	17.0	inf	2934	0	0	0	0	[22.0, 17.0]	R-MAT	50	10	21	gexf
307	cut	cap	first	R-MAT.50.10.21.gexf	50	311	3	2	[14, 14, 14, 14]	22	15	15.0	inf	2428	0	0	0	0	[22.0, 15.0]	R-MAT	50	10	21	gexf
308	cut	cap	first	R-MAT.50.10.21.gexf	50	311	5	3	[14, 14, 14, 14]	22	11	11.0	inf	2068	0	0	0	0	[22.0, 11.0]	R-MAT	50	10	21	gexf
309	cut	cap	first	R-MAT.50.10.21.gexf	50	311	10	4	[14, 14, 14, 14]	22	5	5.0	inf	3582	0	0	0	0	[22.0, 5.0]	R-MAT	50	10	21	gexf
311	cut	cap	first	R-MAT.50.25.21.gexf	50	595	2	1	[21, 21, 21, 21]	61	43	43.0	inf	506	0	0	0	0	[61.0, 43.0]	R-MAT	50	25	21	gexf
312	cut	cap	first	R-MAT.50.25.21.gexf	50	595	3	2	[21, 21, 21, 21]	61	38	38.0	inf	512	0	0	0	0	[61.0, 38.0]	R-MAT	50	25	21	gexf
313	cut	cap	first	R-MAT.50.25.21.gexf	50	595	5	3	[21, 21, 21, 21]	61	30	30.0	inf	730	0	0	0	0	[61.0, 30.0]	R-MAT	50	25	21	gexf
314	cut	cap	first	R-MAT.50.25.21.gexf	50	595	10	4	[21, 21, 21, 21]	61	16	17.0	16.0	1460	1	0	0	0	[61.0, 17.0, 16.0]	R-MAT	50	25	21	gexf
316	cut	cap	first	R-MAT.50.5.22.gexf	50	195	2	1	[8, 8, 8, 8]	9	6	7.0	6.0	4665	1	0	0	0	[9.0, 7.0, 6.0]	R-MAT	50	5	22	gexf
317	cut	cap	first	R-MAT.50.5.22.gexf	50	195	3	2	[8, 8, 8, 8]	9	5	6.0	5.0	4719	1	0	0	0	[9.0, 6.0, 5.0]	R-MAT	50	5	22	gexf
318	cut	cap	first	R-MAT.50.5.22.gexf	50	195	5	3	[8, 8, 8, 8]	9	3	4.0	3.0	4877	1	0	0	0	[9.0, 4.0, 3.0]	R-MAT	50	5	22	gexf
321	cut	cap	first	R-MAT.50.10.22.gexf	50	310	2	1	[12, 12, 12, 12]	22	16	16.0	inf	1877	0	0	0	0	[22.0, 16.0]	R-MAT	50	10	22	gexf
322	cut	cap	first	R-MAT.50.10.22.gexf	50	310	3	2	[12, 12, 12, 12]	22	13	13.0	inf	1759	0	0	0	0	[22.0, 13.0]	R-MAT	50	10	22	gexf
323	cut	cap	first	R-MAT.50.10.22.gexf	50	310	5	3	[12, 12, 12, 12]	22	8	8.0	inf	3511	0	0	0	0	[22.0, 8.0]	R-MAT	50	10	22	gexf
324	cut	cap	first	R-MAT.50.10.22.gexf	50	310	10	4	[12, 12, 12, 12]	22	2	2.0	inf	3658	0	0	0	0	[22.0, 2.0]	R-MAT	50	10	22	gexf
326	cut	cap	first	R-MAT.50.25.22.gexf	50	571	2	1	[23, 23, 23, 23]	74	57	57.0	inf	448	0	0	0	0	[74.0, 57.0]	R-MAT	50	25	22	gexf
327	cut	cap	first	R-MAT.50.25.22.gexf	50	571	3	2	[23, 23, 23, 23]	74	52	52.0	inf	1629	0	0	0	0	[74.0, 52.0]	R-MAT	50	25	22	gexf
328	cut	cap	first	R-MAT.50.25.22.gexf	50	571	5	3	[23, 23, 23, 23]	74	42	42.0	inf	824	0	0	0	0	[74.0, 42.0]	R-MAT	50	25	22	gexf
329	cut	cap	first	R-MAT.50.25.22.gexf	50	571	10	4	[23, 23, 23, 23]	74	23	23.0	inf	974	0	0	0	0	[74.0, 23.0]	R-MAT	50	25	22	gexf
331	cut	cap	first	R-MAT.50.5.23.gexf	50	194	2	1	[7, 7, 7, 7]	10	6	6.0	inf	3015	0	0	0	0	[10.0, 6.0]	R-MAT	50	5	23	gexf
332	cut	cap	first	R-MAT.50.5.23.gexf	50	194	3	2	[7, 7, 7, 7]	10	4	4.0	inf	3488	0	0	0	0	[10.0, 4.0]	R-MAT	50	5	23	gexf
333	cut	cap	first	R-MAT.50.5.23.gexf	50	194	5	3	[7, 7, 7, 7]	10	2	2.0	inf	5175	0	0	0	0	[10.0, 2.0]	R-MAT	50	5	23	gexf
336	cut	cap	first	R-MAT.50.10.23.gexf	50	321	2	1	[14, 14, 14, 14]	27	20	22.0	20.0	2446	2	0	0	0	[27.0, 22.0, 21.0, 20.0]	R-MAT	50	10	23	gexf
337	cut	cap	first	R-MAT.50.10.23.gexf	50	321	3	2	[14, 14, 14, 14]	27	17	20.0	17.0	1725	2	0	0	0	[27.0, 20.0, 19.0, 17.0]	R-MAT	50	10	23	gexf
338	cut	cap	first	R-MAT.50.10.23.gexf	50	321	5	3	[14, 14, 14, 14]	27	13	16.0	13.0	2106	2	0	0	0	[27.0, 16.0, 15.0, 13.0]	R-MAT	50	10	23	gexf
339	cut	cap	first	R-MAT.50.10.23.gexf	50	321	10	4	[14, 14, 14, 14]	27	10	10.0	inf	2983	0	0	0	0	[27.0, 10.0]	R-MAT	50	10	23	gexf
341	cut	cap	first	R-MAT.50.25.23.gexf	50	559	2	1	[24, 24, 24, 24]	76	58	58.0	inf	513	0	0	0	0	[76.0, 58.0]	R-MAT	50	25	23	gexf
342	cut	cap	first	R-MAT.50.25.23.gexf	50	559	3	2	[24, 24, 24, 24]	76	53	53.0	inf	525	0	0	0	0	[76.0, 53.0]	R-MAT	50	25	23	gexf
343	cut	cap	first	R-MAT.50.25.23.gexf	50	559	5	3	[24, 24, 24, 24]	76	44	44.0	inf	669	0	0	0	0	[76.0, 44.0]	R-MAT	50	25	23	gexf
344	cut	cap	first	R-MAT.50.25.23.gexf	50	559	10	4	[24, 24, 24, 24]	76	27	27.0	inf	1655	0	0	0	0	[76.0, 27.0]	R-MAT	50	25	23	gexf
346	cut	cap	first	R-MAT.50.5.24.gexf	50	187	2	1	[12, 12, 12, 12]	18	13	13.0	inf	2671	0	0	0	0	[18.0, 13.0]	R-MAT	50	5	24	gexf
347	cut	cap	first	R-MAT.50.5.24.gexf	50	187	3	2	[12, 12, 12, 12]	18	11	11.0	inf	3261	0	0	0	0	[18.0, 11.0]	R-MAT	50	5	24	gexf
348	cut	cap	first	R-MAT.50.5.24.gexf	50	187	5	3	[12, 12, 12, 12]	18	9	9.0	inf	4278	0	0	0	0	[18.0, 9.0]	R-MAT	50	5	24	gexf
349	cut	cap	first	R-MAT.50.5.24.gexf	50	187	10	4	[12, 12, 12, 12]	18	4	4.0	inf	5156	0	0	0	0	[18.0, 4.0]	R-MAT	50	5	24	gexf
351	cut	cap	first	R-MAT.50.10.24.gexf	50	322	2	1	[13, 13, 13, 13]	26	15	15.0	inf	1094	0	0	0	0	[26.0, 15.0]	R-MAT	50	10	24	gexf
352	cut	cap	first	R-MAT.50.10.24.gexf	50	322	3	2	[13, 13, 13, 13]	26	12	12.0	inf	1422	0	0	0	0	[26.0, 12.0]	R-MAT	50	10	24	gexf
353	cut	cap	first	R-MAT.50.10.24.gexf	50	322	5	3	[13, 13, 13, 13]	26	8	8.0	inf	2042	0	0	0	0	[26.0, 8.0]	R-MAT	50	10	24	gexf
354	cut	cap	first	R-MAT.50.10.24.gexf	50	322	10	4	[13, 13, 13, 13]	26	3	3.0	inf	3511	0	0	0	0	[26.0, 3.0]	R-MAT	50	10	24	gexf
356	cut	cap	first	R-MAT.50.25.24.gexf	50	569	2	1	[24, 24, 24, 24]	71	54	54.0	inf	450	0	0	0	0	[71.0, 54.0]	R-MAT	50	25	24	gexf
357	cut	cap	first	R-MAT.50.25.24.gexf	50	569	3	2	[24, 24, 24, 24]	71	49	49.0	inf	1075	0	0	0	0	[71.0, 49.0]	R-MAT	50	25	24	gexf
358	cut	cap	first	R-MAT.50.25.24.gexf	50	569	5	3	[24, 24, 24, 24]	71	39	39.0	inf	845	0	0	0	0	[71.0, 39.0]	R-MAT	50	25	24	gexf
359	cut	cap	first	R-MAT.50.25.24.gexf	50	569	10	4	[24, 24, 24, 24]	71	21	21.0	inf	1002	0	0	0	0	[71.0, 21.0]	R-MAT	50	25	24	gexf
361	cut	cap	first	R-MAT.50.5.25.gexf	50	201	2	1	[4, 4, 4, 4]	5	2	2.0	inf	5205	0	0	0	0	[5.0, 2.0]	R-MAT	50	5	25	gexf
362	cut	cap	first	R-MAT.50.5.25.gexf	50	201	3	2	[4, 4, 4, 4]	5	1	1.0	inf	5281	0	0	0	0	[5.0, 1.0]	R-MAT	50	5	25	gexf
366	cut	cap	first	R-MAT.50.10.25.gexf	50	316	2	1	[12, 12, 12, 12]	21	12	14.0	12.0	1799	1	0	0	0	[21.0, 14.0, 12.0]	R-MAT	50	10	25	gexf
367	cut	cap	first	R-MAT.50.10.25.gexf	50	316	3	2	[12, 12, 12, 12]	21	12	13.0	12.0	4520	1	0	0	0	[21.0, 13.0, 12.0]	R-MAT	50	10	25	gexf
368	cut	cap	first	R-MAT.50.10.25.gexf	50	316	5	3	[12, 12, 12, 12]	21	11	11.0	inf	3239	0	0	0	0	[21.0, 11.0]	R-MAT	50	10	25	gexf
369	cut	cap	first	R-MAT.50.10.25.gexf	50	316	10	4	[12, 12, 12, 12]	21	6	6.0	inf	3521	0	0	0	0	[21.0, 6.0]	R-MAT	50	10	25	gexf
371	cut	cap	first	R-MAT.50.25.25.gexf	50	573	2	1	[22, 22, 22, 22]	79	62	68.0	62.0	435	3	0	0	0	[79.0, 68.0, 65.0, 63.0, 62.0]	R-MAT	50	25	25	gexf
372	cut	cap	first	R-MAT.50.25.25.gexf	50	573	3	2	[22, 22, 22, 22]	79	54	63.0	54.0	674	4	0	0	0	[79.0, 63.0, 60.0, 58.0, 56.0, 54.0]	R-MAT	50	25	25	gexf
373	cut	cap	first	R-MAT.50.25.25.gexf	50	573	5	3	[22, 22, 22, 22]	79	41	56.0	41.0	1457	4	0	0	0	[79.0, 56.0, 55.0, 46.0, 43.0, 41.0]	R-MAT	50	25	25	gexf
374	cut	cap	first	R-MAT.50.25.25.gexf	50	573	10	4	[22, 22, 22, 22]	79	22	45.0	22.0	854	5	0	0	0	[79.0, 45.0, 44.0, 38.0, 32.0, 27.0, 22.0]	R-MAT	50	25	25	gexf
376	cut	cap	first	R-MAT.50.5.26.gexf	50	188	2	1	[8, 8, 8, 8]	12	6	6.0	inf	4840	0	0	0	0	[12.0, 6.0]	R-MAT	50	5	26	gexf
377	cut	cap	first	R-MAT.50.5.26.gexf	50	188	3	2	[8, 8, 8, 8]	12	5	5.0	inf	4910	0	0	0	0	[12.0, 5.0]	R-MAT	50	5	26	gexf
378	cut	cap	first	R-MAT.50.5.26.gexf	50	188	5	3	[8, 8, 8, 8]	12	3	3.0	inf	5273	0	0	0	0	[12.0, 3.0]	R-MAT	50	5	26	gexf
381	cut	cap	first	R-MAT.50.10.26.gexf	50	322	2	1	[19, 19, 19, 19]	29	21	21.0	inf	1357	0	0	0	0	[29.0, 21.0]	R-MAT	50	10	26	gexf
382	cut	cap	first	R-MAT.50.10.26.gexf	50	322	3	2	[19, 19, 19, 19]	29	19	19.0	inf	1907	0	0	0	0	[29.0, 19.0]	R-MAT	50	10	26	gexf
