construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	multiple	ex	k.4	mem	constant	best
169	cut	cap	first	R-MAT.50.5.12.gexf	50	173	10	4	[11, 11, 11, 11]	18	4	4.0	inf	5550	0	0	0	0	[18.0, 4.0]	R-MAT	50	5	12	gexf	11	2.75	0
171	cut	cap	first	R-MAT.50.10.12.gexf	50	332	2	1	[14, 14, 14, 14]	31	20	20.0	inf	1005	0	0	0	0	[31.0, 20.0]	R-MAT	50	10	12	gexf	31	1.55	0.5
172	cut	cap	first	R-MAT.50.10.12.gexf	50	332	3	2	[14, 14, 14, 14]	31	16	18.0	16.0	1092	1	0	0	0	[31.0, 18.0, 16.0]	R-MAT	50	10	12	gexf	31	1.9375	0.5
173	cut	cap	first	R-MAT.50.10.12.gexf	50	332	5	3	[14, 14, 14, 14]	31	12	14.0	12.0	1872	1	0	0	0	[31.0, 14.0, 12.0]	R-MAT	50	10	12	gexf	30	2.5	0.5
174	cut	cap	first	R-MAT.50.10.12.gexf	50	332	10	4	[14, 14, 14, 14]	31	8	8.0	inf	3248	0	0	0	0	[31.0, 8.0]	R-MAT	50	10	12	gexf	22	2.75	0
176	cut	cap	first	R-MAT.50.25.12.gexf	50	577	2	1	[25, 25, 25, 25]	77	59	59.0	inf	743	0	0	0	0	[77.0, 59.0]	R-MAT	50	25	12	gexf	77	1.30508474576271	0.5
177	cut	cap	first	R-MAT.50.25.12.gexf	50	577	3	2	[25, 25, 25, 25]	77	53	53.0	inf	1550	0	0	0	0	[77.0, 53.0]	R-MAT	50	25	12	gexf	77	1.45283018867925	0.5
178	cut	cap	first	R-MAT.50.25.12.gexf	50	577	5	3	[25, 25, 25, 25]	77	43	43.0	inf	533	0	0	0	0	[77.0, 43.0]	R-MAT	50	25	12	gexf	77	1.7906976744186	0.5
179	cut	cap	first	R-MAT.50.25.12.gexf	50	577	10	4	[25, 25, 25, 25]	77	26	26.0	inf	932	0	0	0	0	[77.0, 26.0]	R-MAT	50	25	12	gexf	72.1111111111111	2.77350427350427	0
181	cut	cap	first	R-MAT.50.5.13.gexf	50	186	2	1	[8, 8, 8, 8]	11	7	8.0	7.0	3254	1	0	0	0	[11.0, 8.0, 7.0]	R-MAT	50	5	13	gexf	11	1.57142857142857	0
182	cut	cap	first	R-MAT.50.5.13.gexf	50	186	3	2	[8, 8, 8, 8]	11	5	7.0	5.0	3250	2	0	0	0	[11.0, 7.0, 6.0, 5.0]	R-MAT	50	5	13	gexf	11	2.2	0.5
183	cut	cap	first	R-MAT.50.5.13.gexf	50	186	5	3	[8, 8, 8, 8]	11	3	5.0	3.0	4837	2	0	0	0	[11.0, 5.0, 4.0, 3.0]	R-MAT	50	5	13	gexf	10	3.33333333333333	0.5
186	cut	cap	first	R-MAT.50.10.13.gexf	50	314	2	1	[15, 15, 15, 15]	30	19	21.0	19.0	2834	1	0	0	0	[30.0, 21.0, 19.0]	R-MAT	50	10	13	gexf	30	1.57894736842105	0
187	cut	cap	first	R-MAT.50.10.13.gexf	50	314	3	2	[15, 15, 15, 15]	30	14	19.0	14.0	2925	2	0	0	0	[30.0, 19.0, 16.0, 14.0]	R-MAT	50	10	13	gexf	30	2.14285714285714	0.5
188	cut	cap	first	R-MAT.50.10.13.gexf	50	314	5	3	[15, 15, 15, 15]	30	12	15.0	12.0	2000	2	0	0	0	[30.0, 15.0, 14.0, 12.0]	R-MAT	50	10	13	gexf	28	2.33333333333333	0
189	cut	cap	first	R-MAT.50.10.13.gexf	50	314	10	4	[15, 15, 15, 15]	30	9	9.0	inf	3270	0	0	0	0	[30.0, 9.0]	R-MAT	50	10	13	gexf	18.3333333333333	2.03703703703704	0
191	cut	cap	first	R-MAT.50.25.13.gexf	50	576	2	1	[25, 25, 25, 25]	81	61	61.0	inf	304	0	0	0	0	[81.0, 61.0]	R-MAT	50	25	13	gexf	81	1.32786885245902	0.5
192	cut	cap	first	R-MAT.50.25.13.gexf	50	576	3	2	[25, 25, 25, 25]	81	53	53.0	inf	785	0	0	0	0	[81.0, 53.0]	R-MAT	50	25	13	gexf	81	1.52830188679245	0.5
193	cut	cap	first	R-MAT.50.25.13.gexf	50	576	5	3	[25, 25, 25, 25]	81	43	43.0	inf	717	0	0	0	0	[81.0, 43.0]	R-MAT	50	25	13	gexf	81	1.88372093023256	0.5
194	cut	cap	first	R-MAT.50.25.13.gexf	50	576	10	4	[25, 25, 25, 25]	81	24	24.0	inf	968	0	0	0	0	[81.0, 24.0]	R-MAT	50	25	13	gexf	72.875	3.03645833333333	0.5
196	cut	cap	first	R-MAT.50.5.14.gexf	50	187	2	1	[7, 7, 7, 7]	7	5	5.0	inf	5152	0	0	0	0	[7.0, 5.0]	R-MAT	50	5	14	gexf	7	1.4	0.5
197	cut	cap	first	R-MAT.50.5.14.gexf	50	187	3	2	[7, 7, 7, 7]	7	4	4.0	inf	5183	0	0	0	0	[7.0, 4.0]	R-MAT	50	5	14	gexf	7	1.75	0.5
198	cut	cap	first	R-MAT.50.5.14.gexf	50	187	5	3	[7, 7, 7, 7]	7	2	2.0	inf	5375	0	0	0	0	[7.0, 2.0]	R-MAT	50	5	14	gexf	7	3.5	0.5
201	cut	cap	first	R-MAT.50.10.14.gexf	50	324	2	1	[16, 16, 16, 16]	37	26	30.0	26.0	1017	2	0	0	0	[37.0, 30.0, 28.0, 26.0]	R-MAT	50	10	14	gexf	37	1.42307692307692	0.5
202	cut	cap	first	R-MAT.50.10.14.gexf	50	324	3	2	[16, 16, 16, 16]	37	22	27.0	22.0	1306	2	0	0	0	[37.0, 27.0, 25.0, 22.0]	R-MAT	50	10	14	gexf	37	1.68181818181818	0.5
203	cut	cap	first	R-MAT.50.10.14.gexf	50	324	5	3	[16, 16, 16, 16]	37	23	23.0	inf	1726	0	0	0	0	[37.0, 23.0]	R-MAT	50	10	14	gexf	37	1.60869565217391	0
204	cut	cap	first	R-MAT.50.10.14.gexf	50	324	10	4	[16, 16, 16, 16]	37	10	17.0	10.0	2071	5	0	0	0	[37.0, 17.0, 16.0, 15.0, 13.0, 11.0, 10.0]	R-MAT	50	10	14	gexf	28.6	2.86	0
206	cut	cap	first	R-MAT.50.25.14.gexf	50	582	2	1	[27, 27, 27, 27]	66	47	47.0	inf	1837	0	0	0	0	[66.0, 47.0]	R-MAT	50	25	14	gexf	66	1.40425531914894	0.5
207	cut	cap	first	R-MAT.50.25.14.gexf	50	582	3	2	[27, 27, 27, 27]	66	42	42.0	inf	554	0	0	0	0	[66.0, 42.0]	R-MAT	50	25	14	gexf	66	1.57142857142857	0.5
208	cut	cap	first	R-MAT.50.25.14.gexf	50	582	5	3	[27, 27, 27, 27]	66	34	34.0	inf	868	0	0	0	0	[66.0, 34.0]	R-MAT	50	25	14	gexf	66	1.94117647058824	0.5
209	cut	cap	first	R-MAT.50.25.14.gexf	50	582	10	4	[27, 27, 27, 27]	66	18	18.0	inf	906	0	0	0	0	[66.0, 18.0]	R-MAT	50	25	14	gexf	57.4444444444444	3.19135802469136	0.5
211	cut	cap	first	R-MAT.50.5.15.gexf	50	190	2	1	[5, 5, 5, 5]	6	3	3.0	inf	5205	0	0	0	0	[6.0, 3.0]	R-MAT	50	5	15	gexf	6	2	0.5
212	cut	cap	first	R-MAT.50.5.15.gexf	50	190	3	2	[5, 5, 5, 5]	6	2	2.0	inf	5240	0	0	0	0	[6.0, 2.0]	R-MAT	50	5	15	gexf	5.33333333333333	2.66666666666667	0.5
216	cut	cap	first	R-MAT.50.10.15.gexf	50	320	2	1	[17, 17, 17, 17]	29	22	22.0	inf	2667	0	0	0	0	[29.0, 22.0]	R-MAT	50	10	15	gexf	29	1.31818181818182	0.5
217	cut	cap	first	R-MAT.50.10.15.gexf	50	320	3	2	[17, 17, 17, 17]	29	20	20.0	inf	1778	0	0	0	0	[29.0, 20.0]	R-MAT	50	10	15	gexf	29	1.45	0.5
218	cut	cap	first	R-MAT.50.10.15.gexf	50	320	5	3	[17, 17, 17, 17]	29	18	18.0	inf	2781	0	0	0	0	[29.0, 18.0]	R-MAT	50	10	15	gexf	29	1.61111111111111	0
219	cut	cap	first	R-MAT.50.10.15.gexf	50	320	10	4	[17, 17, 17, 17]	29	13	13.0	inf	2937	0	0	0	0	[29.0, 13.0]	R-MAT	50	10	15	gexf	26.8888888888889	2.06837606837607	0
221	cut	cap	first	R-MAT.50.25.15.gexf	50	569	2	1	[18, 18, 18, 18]	59	40	40.0	inf	1685	0	0	0	0	[59.0, 40.0]	R-MAT	50	25	15	gexf	59	1.475	0.5
222	cut	cap	first	R-MAT.50.25.15.gexf	50	569	3	2	[18, 18, 18, 18]	59	34	34.0	inf	842	0	0	0	0	[59.0, 34.0]	R-MAT	50	25	15	gexf	59	1.73529411764706	0.5
223	cut	cap	first	R-MAT.50.25.15.gexf	50	569	5	3	[18, 18, 18, 18]	59	24	24.0	inf	564	0	0	0	0	[59.0, 24.0]	R-MAT	50	25	15	gexf	58.8	2.45	0.5
224	cut	cap	first	R-MAT.50.25.15.gexf	50	569	10	4	[18, 18, 18, 18]	59	9	9.0	inf	1295	0	0	0	0	[59.0, 9.0]	R-MAT	50	25	15	gexf	44	4.88888888888889	0.5
226	cut	cap	first	R-MAT.50.5.16.gexf	50	190	2	1	[11, 11, 11, 11]	16	11	12.0	11.0	2654	1	0	0	0	[16.0, 12.0, 11.0]	R-MAT	50	5	16	gexf	16	1.45454545454545	0.5
227	cut	cap	first	R-MAT.50.5.16.gexf	50	190	3	2	[11, 11, 11, 11]	16	9	11.0	9.0	2683	2	0	0	0	[16.0, 11.0, 10.0, 9.0]	R-MAT	50	5	16	gexf	16	1.77777777777778	0
228	cut	cap	first	R-MAT.50.5.16.gexf	50	190	5	3	[11, 11, 11, 11]	16	7	9.0	7.0	4414	2	0	0	0	[16.0, 9.0, 8.0, 7.0]	R-MAT	50	5	16	gexf	15.6	2.22857142857143	0
229	cut	cap	first	R-MAT.50.5.16.gexf	50	190	10	4	[11, 11, 11, 11]	16	4	4.0	inf	4954	0	0	0	0	[16.0, 4.0]	R-MAT	50	5	16	gexf	11	2.75	0
231	cut	cap	first	R-MAT.50.10.16.gexf	50	304	2	1	[14, 14, 14, 14]	24	18	18.0	inf	3043	0	0	0	0	[24.0, 18.0]	R-MAT	50	10	16	gexf	24	1.33333333333333	0.5
232	cut	cap	first	R-MAT.50.10.16.gexf	50	304	3	2	[14, 14, 14, 14]	24	15	16.0	15.0	2986	1	0	0	0	[24.0, 16.0, 15.0]	R-MAT	50	10	16	gexf	24	1.6	0.5
233	cut	cap	first	R-MAT.50.10.16.gexf	50	304	5	3	[14, 14, 14, 14]	24	11	12.0	11.0	2029	1	0	0	0	[24.0, 12.0, 11.0]	R-MAT	50	10	16	gexf	24	2.18181818181818	0.5
234	cut	cap	first	R-MAT.50.10.16.gexf	50	304	10	4	[14, 14, 14, 14]	24	5	6.0	5.0	3447	1	0	0	0	[24.0, 6.0, 5.0]	R-MAT	50	10	16	gexf	19.25	3.85	0
236	cut	cap	first	R-MAT.50.25.16.gexf	50	572	2	1	[24, 24, 24, 24]	60	46	46.0	inf	640	0	0	0	0	[60.0, 46.0]	R-MAT	50	25	16	gexf	60	1.30434782608696	0.5
237	cut	cap	first	R-MAT.50.25.16.gexf	50	572	3	2	[24, 24, 24, 24]	60	42	42.0	inf	658	0	0	0	0	[60.0, 42.0]	R-MAT	50	25	16	gexf	60	1.42857142857143	0.5
238	cut	cap	first	R-MAT.50.25.16.gexf	50	572	5	3	[24, 24, 24, 24]	60	34	34.0	inf	781	0	0	0	0	[60.0, 34.0]	R-MAT	50	25	16	gexf	60	1.76470588235294	0.5
239	cut	cap	first	R-MAT.50.25.16.gexf	50	572	10	4	[24, 24, 24, 24]	60	18	20.0	18.0	1109	2	0	0	0	[60.0, 20.0, 19.0, 18.0]	R-MAT	50	25	16	gexf	56.2222222222222	3.12345679012346	0.5
241	cut	cap	first	R-MAT.50.5.17.gexf	50	197	2	1	[8, 8, 8, 8]	9	6	6.0	inf	4902	0	0	0	0	[9.0, 6.0]	R-MAT	50	5	17	gexf	9	1.5	0.5
242	cut	cap	first	R-MAT.50.5.17.gexf	50	197	3	2	[8, 8, 8, 8]	9	5	5.0	inf	4965	0	0	0	0	[9.0, 5.0]	R-MAT	50	5	17	gexf	9	1.8	0.5
243	cut	cap	first	R-MAT.50.5.17.gexf	50	197	5	3	[8, 8, 8, 8]	9	3	3.0	inf	5190	0	0	0	0	[9.0, 3.0]	R-MAT	50	5	17	gexf	8.4	2.8	0.5
246	cut	cap	first	R-MAT.50.10.17.gexf	50	309	2	1	[13, 13, 13, 13]	23	14	14.0	inf	1110	0	0	0	0	[23.0, 14.0]	R-MAT	50	10	17	gexf	23	1.64285714285714	0.5
247	cut	cap	first	R-MAT.50.10.17.gexf	50	309	3	2	[13, 13, 13, 13]	23	12	12.0	inf	1961	0	0	0	0	[23.0, 12.0]	R-MAT	50	10	17	gexf	23	1.91666666666667	0.5
248	cut	cap	first	R-MAT.50.10.17.gexf	50	309	5	3	[13, 13, 13, 13]	23	8	8.0	inf	2015	0	0	0	0	[23.0, 8.0]	R-MAT	50	10	17	gexf	21	2.625	0.5
249	cut	cap	first	R-MAT.50.10.17.gexf	50	309	10	4	[13, 13, 13, 13]	23	3	3.0	inf	3597	0	0	0	0	[23.0, 3.0]	R-MAT	50	10	17	gexf	14.6666666666667	4.88888888888889	0.5
251	cut	cap	first	R-MAT.50.25.17.gexf	50	564	2	1	[23, 23, 23, 23]	71	52	52.0	inf	354	0	0	0	0	[71.0, 52.0]	R-MAT	50	25	17	gexf	71	1.36538461538462	0.5
252	cut	cap	first	R-MAT.50.25.17.gexf	50	564	3	2	[23, 23, 23, 23]	71	47	47.0	inf	1552	0	0	0	0	[71.0, 47.0]	R-MAT	50	25	17	gexf	71	1.51063829787234	0.5
253	cut	cap	first	R-MAT.50.25.17.gexf	50	564	5	3	[23, 23, 23, 23]	71	38	38.0	inf	1583	0	0	0	0	[71.0, 38.0]	R-MAT	50	25	17	gexf	71	1.86842105263158	0.5
254	cut	cap	first	R-MAT.50.25.17.gexf	50	564	10	4	[23, 23, 23, 23]	71	21	21.0	inf	1108	0	0	0	0	[71.0, 21.0]	R-MAT	50	25	17	gexf	63.5555555555556	3.02645502645503	0.5
256	cut	cap	first	R-MAT.50.5.18.gexf	50	184	2	1	[9, 9, 9, 9]	10	7	7.0	inf	5076	0	0	0	0	[10.0, 7.0]	R-MAT	50	5	18	gexf	10	1.42857142857143	0.5
257	cut	cap	first	R-MAT.50.5.18.gexf	50	184	3	2	[9, 9, 9, 9]	10	6	6.0	inf	5167	0	0	0	0	[10.0, 6.0]	R-MAT	50	5	18	gexf	10	1.66666666666667	0.5
258	cut	cap	first	R-MAT.50.5.18.gexf	50	184	5	3	[9, 9, 9, 9]	10	4	4.0	inf	5262	0	0	0	0	[10.0, 4.0]	R-MAT	50	5	18	gexf	9.6	2.4	0.5
261	cut	cap	first	R-MAT.50.10.18.gexf	50	317	2	1	[11, 11, 11, 11]	18	9	9.0	inf	3329	0	0	0	0	[18.0, 9.0]	R-MAT	50	10	18	gexf	18	2	0.5
262	cut	cap	first	R-MAT.50.10.18.gexf	50	317	3	2	[11, 11, 11, 11]	18	8	8.0	inf	3316	0	0	0	0	[18.0, 8.0]	R-MAT	50	10	18	gexf	16	2	0.5
263	cut	cap	first	R-MAT.50.10.18.gexf	50	317	5	3	[11, 11, 11, 11]	18	6	6.0	inf	3419	0	0	0	0	[18.0, 6.0]	R-MAT	50	10	18	gexf	13.5	2.25	0.5
264	cut	cap	first	R-MAT.50.10.18.gexf	50	317	10	4	[11, 11, 11, 11]	18	1	1.0	inf	3604	0	0	0	0	[18.0, 1.0]	R-MAT	50	10	18	gexf	11	11	0.5
266	cut	cap	first	R-MAT.50.25.18.gexf	50	589	2	1	[20, 20, 20, 20]	66	53	53.0	inf	1610	0	0	0	0	[66.0, 53.0]	R-MAT	50	25	18	gexf	66	1.24528301886792	0.5
267	cut	cap	first	R-MAT.50.25.18.gexf	50	589	3	2	[20, 20, 20, 20]	66	47	47.0	inf	694	0	0	0	0	[66.0, 47.0]	R-MAT	50	25	18	gexf	66	1.40425531914894	0.5
268	cut	cap	first	R-MAT.50.25.18.gexf	50	589	5	3	[20, 20, 20, 20]	66	37	37.0	inf	539	0	0	0	0	[66.0, 37.0]	R-MAT	50	25	18	gexf	66	1.78378378378378	0.5
269	cut	cap	first	R-MAT.50.25.18.gexf	50	589	10	4	[20, 20, 20, 20]	66	16	16.0	inf	842	0	0	0	0	[66.0, 16.0]	R-MAT	50	25	18	gexf	64.625	4.0390625	0.5
271	cut	cap	first	R-MAT.50.5.19.gexf	50	187	2	1	[6, 6, 6, 6]	9	4	4.0	inf	5105	0	0	0	0	[9.0, 4.0]	R-MAT	50	5	19	gexf	9	2.25	0.5
272	cut	cap	first	R-MAT.50.5.19.gexf	50	187	3	2	[6, 6, 6, 6]	9	3	3.0	inf	5213	0	0	0	0	[9.0, 3.0]	R-MAT	50	5	19	gexf	8	2.66666666666667	0.5
273	cut	cap	first	R-MAT.50.5.19.gexf	50	187	5	3	[6, 6, 6, 6]	9	1	1.0	inf	5517	0	0	0	0	[9.0, 1.0]	R-MAT	50	5	19	gexf	6	6	0.5
276	cut	cap	first	R-MAT.50.10.19.gexf	50	305	2	1	[16, 16, 16, 16]	31	21	21.0	inf	1546	0	0	0	0	[31.0, 21.0]	R-MAT	50	10	19	gexf	31	1.47619047619048	0.5
277	cut	cap	first	R-MAT.50.10.19.gexf	50	305	3	2	[16, 16, 16, 16]	31	18	18.0	inf	1387	0	0	0	0	[31.0, 18.0]	R-MAT	50	10	19	gexf	31	1.72222222222222	0.5
278	cut	cap	first	R-MAT.50.10.19.gexf	50	305	5	3	[16, 16, 16, 16]	31	13	13.0	inf	2054	0	0	0	0	[31.0, 13.0]	R-MAT	50	10	19	gexf	31	2.38461538461538	0.5
279	cut	cap	first	R-MAT.50.10.19.gexf	50	305	10	4	[16, 16, 16, 16]	31	6	6.0	inf	3537	0	0	0	0	[31.0, 6.0]	R-MAT	50	10	19	gexf	23.5714285714286	3.92857142857143	0.5
281	cut	cap	first	R-MAT.50.25.19.gexf	50	564	2	1	[23, 23, 23, 23]	76	57	57.0	inf	401	0	0	0	0	[76.0, 57.0]	R-MAT	50	25	19	gexf	76	1.33333333333333	0.5
282	cut	cap	first	R-MAT.50.25.19.gexf	50	564	3	2	[23, 23, 23, 23]	76	49	49.0	inf	402	0	0	0	0	[76.0, 49.0]	R-MAT	50	25	19	gexf	76	1.55102040816327	0.5
283	cut	cap	first	R-MAT.50.25.19.gexf	50	564	5	3	[23, 23, 23, 23]	76	38	38.0	inf	1189	0	0	0	0	[76.0, 38.0]	R-MAT	50	25	19	gexf	76	2	0.5
284	cut	cap	first	R-MAT.50.25.19.gexf	50	564	10	4	[23, 23, 23, 23]	76	22	22.0	inf	1137	0	0	0	0	[76.0, 22.0]	R-MAT	50	25	19	gexf	67.375	3.0625	0.5
286	cut	cap	first	R-MAT.50.5.20.gexf	50	191	2	1	[9, 9, 9, 9]	12	8	8.0	inf	4576	0	0	0	0	[12.0, 8.0]	R-MAT	50	5	20	gexf	12	1.5	0.5
287	cut	cap	first	R-MAT.50.5.20.gexf	50	191	3	2	[9, 9, 9, 9]	12	7	7.0	inf	4664	0	0	0	0	[12.0, 7.0]	R-MAT	50	5	20	gexf	12	1.71428571428571	0
288	cut	cap	first	R-MAT.50.5.20.gexf	50	191	5	3	[9, 9, 9, 9]	12	5	5.0	inf	4934	0	0	0	0	[12.0, 5.0]	R-MAT	50	5	20	gexf	10.8	2.16	0
291	cut	cap	first	R-MAT.50.10.20.gexf	50	314	2	1	[14, 14, 14, 14]	22	15	15.0	inf	3028	0	0	0	0	[22.0, 15.0]	R-MAT	50	10	20	gexf	22	1.46666666666667	0.5
292	cut	cap	first	R-MAT.50.10.20.gexf	50	314	3	2	[14, 14, 14, 14]	22	13	13.0	inf	1961	0	0	0	0	[22.0, 13.0]	R-MAT	50	10	20	gexf	22	1.69230769230769	0.5
293	cut	cap	first	R-MAT.50.10.20.gexf	50	314	5	3	[14, 14, 14, 14]	22	9	9.0	inf	2344	0	0	0	0	[22.0, 9.0]	R-MAT	50	10	20	gexf	21.6	2.4	0.5
294	cut	cap	first	R-MAT.50.10.20.gexf	50	314	10	4	[14, 14, 14, 14]	22	4	4.0	inf	3524	0	0	0	0	[22.0, 4.0]	R-MAT	50	10	20	gexf	16.5	4.125	0.5
296	cut	cap	first	R-MAT.50.25.20.gexf	50	587	2	1	[25, 25, 25, 25]	66	56	56.0	inf	1498	0	0	0	0	[66.0, 56.0]	R-MAT	50	25	20	gexf	66	1.17857142857143	0.5
297	cut	cap	first	R-MAT.50.25.20.gexf	50	587	3	2	[25, 25, 25, 25]	66	52	52.0	inf	1589	0	0	0	0	[66.0, 52.0]	R-MAT	50	25	20	gexf	66	1.26923076923077	0.5
298	cut	cap	first	R-MAT.50.25.20.gexf	50	587	5	3	[25, 25, 25, 25]	66	44	44.0	inf	852	0	0	0	0	[66.0, 44.0]	R-MAT	50	25	20	gexf	66	1.5	0.5
299	cut	cap	first	R-MAT.50.25.20.gexf	50	587	10	4	[25, 25, 25, 25]	66	27	27.0	inf	1190	0	0	0	0	[66.0, 27.0]	R-MAT	50	25	20	gexf	66	2.44444444444444	0.5
301	cut	cap	first	R-MAT.50.5.21.gexf	50	196	2	1	[8, 8, 8, 8]	12	8	8.0	inf	2869	0	0	0	0	[12.0, 8.0]	R-MAT	50	5	21	gexf	12	1.5	0.5
302	cut	cap	first	R-MAT.50.5.21.gexf	50	196	3	2	[8, 8, 8, 8]	12	6	6.0	inf	3302	0	0	0	0	[12.0, 6.0]	R-MAT	50	5	21	gexf	12	2	0.5
303	cut	cap	first	R-MAT.50.5.21.gexf	50	196	5	3	[8, 8, 8, 8]	12	3	4.0	3.0	4860	1	0	0	0	[12.0, 4.0, 3.0]	R-MAT	50	5	21	gexf	12	4	0.5
306	cut	cap	first	R-MAT.50.10.21.gexf	50	311	2	1	[14, 14, 14, 14]	22	17	17.0	inf	2934	0	0	0	0	[22.0, 17.0]	R-MAT	50	10	21	gexf	22	1.29411764705882	0.5
307	cut	cap	first	R-MAT.50.10.21.gexf	50	311	3	2	[14, 14, 14, 14]	22	15	15.0	inf	2428	0	0	0	0	[22.0, 15.0]	R-MAT	50	10	21	gexf	22	1.46666666666667	0.5
308	cut	cap	first	R-MAT.50.10.21.gexf	50	311	5	3	[14, 14, 14, 14]	22	11	11.0	inf	2068	0	0	0	0	[22.0, 11.0]	R-MAT	50	10	21	gexf	22	2	0.5
309	cut	cap	first	R-MAT.50.10.21.gexf	50	311	10	4	[14, 14, 14, 14]	22	5	5.0	inf	3582	0	0	0	0	[22.0, 5.0]	R-MAT	50	10	21	gexf	19.25	3.85	0
311	cut	cap	first	R-MAT.50.25.21.gexf	50	595	2	1	[21, 21, 21, 21]	61	43	43.0	inf	506	0	0	0	0	[61.0, 43.0]	R-MAT	50	25	21	gexf	61	1.41860465116279	0.5
312	cut	cap	first	R-MAT.50.25.21.gexf	50	595	3	2	[21, 21, 21, 21]	61	38	38.0	inf	512	0	0	0	0	[61.0, 38.0]	R-MAT	50	25	21	gexf	61	1.60526315789474	0.5
313	cut	cap	first	R-MAT.50.25.21.gexf	50	595	5	3	[21, 21, 21, 21]	61	30	30.0	inf	730	0	0	0	0	[61.0, 30.0]	R-MAT	50	25	21	gexf	58.8	1.96	0.5
314	cut	cap	first	R-MAT.50.25.21.gexf	50	595	10	4	[21, 21, 21, 21]	61	16	17.0	16.0	1460	1	0	0	0	[61.0, 17.0, 16.0]	R-MAT	50	25	21	gexf	52.25	3.265625	0.5
316	cut	cap	first	R-MAT.50.5.22.gexf	50	195	2	1	[8, 8, 8, 8]	9	6	7.0	6.0	4665	1	0	0	0	[9.0, 7.0, 6.0]	R-MAT	50	5	22	gexf	9	1.5	0.5
317	cut	cap	first	R-MAT.50.5.22.gexf	50	195	3	2	[8, 8, 8, 8]	9	5	6.0	5.0	4719	1	0	0	0	[9.0, 6.0, 5.0]	R-MAT	50	5	22	gexf	9	1.8	0.5
318	cut	cap	first	R-MAT.50.5.22.gexf	50	195	5	3	[8, 8, 8, 8]	9	3	4.0	3.0	4877	1	0	0	0	[9.0, 4.0, 3.0]	R-MAT	50	5	22	gexf	8.4	2.8	0.5
321	cut	cap	first	R-MAT.50.10.22.gexf	50	310	2	1	[12, 12, 12, 12]	22	16	16.0	inf	1877	0	0	0	0	[22.0, 16.0]	R-MAT	50	10	22	gexf	22	1.375	0.5
322	cut	cap	first	R-MAT.50.10.22.gexf	50	310	3	2	[12, 12, 12, 12]	22	13	13.0	inf	1759	0	0	0	0	[22.0, 13.0]	R-MAT	50	10	22	gexf	22	1.69230769230769	0.5
323	cut	cap	first	R-MAT.50.10.22.gexf	50	310	5	3	[12, 12, 12, 12]	22	8	8.0	inf	3511	0	0	0	0	[22.0, 8.0]	R-MAT	50	10	22	gexf	22	2.75	0.5
324	cut	cap	first	R-MAT.50.10.22.gexf	50	310	10	4	[12, 12, 12, 12]	22	2	2.0	inf	3658	0	0	0	0	[22.0, 2.0]	R-MAT	50	10	22	gexf	13.2	6.6	0.5
326	cut	cap	first	R-MAT.50.25.22.gexf	50	571	2	1	[23, 23, 23, 23]	74	57	57.0	inf	448	0	0	0	0	[74.0, 57.0]	R-MAT	50	25	22	gexf	74	1.29824561403509	0.5
327	cut	cap	first	R-MAT.50.25.22.gexf	50	571	3	2	[23, 23, 23, 23]	74	52	52.0	inf	1629	0	0	0	0	[74.0, 52.0]	R-MAT	50	25	22	gexf	74	1.42307692307692	0.5
328	cut	cap	first	R-MAT.50.25.22.gexf	50	571	5	3	[23, 23, 23, 23]	74	42	42.0	inf	824	0	0	0	0	[74.0, 42.0]	R-MAT	50	25	22	gexf	74	1.76190476190476	0.5
329	cut	cap	first	R-MAT.50.25.22.gexf	50	571	10	4	[23, 23, 23, 23]	74	23	23.0	inf	974	0	0	0	0	[74.0, 23.0]	R-MAT	50	25	22	gexf	69.3	3.01304347826087	0.5
331	cut	cap	first	R-MAT.50.5.23.gexf	50	194	2	1	[7, 7, 7, 7]	10	6	6.0	inf	3015	0	0	0	0	[10.0, 6.0]	R-MAT	50	5	23	gexf	10	1.66666666666667	0.5
332	cut	cap	first	R-MAT.50.5.23.gexf	50	194	3	2	[7, 7, 7, 7]	10	4	4.0	inf	3488	0	0	0	0	[10.0, 4.0]	R-MAT	50	5	23	gexf	10	2.5	0.5
333	cut	cap	first	R-MAT.50.5.23.gexf	50	194	5	3	[7, 7, 7, 7]	10	2	2.0	inf	5175	0	0	0	0	[10.0, 2.0]	R-MAT	50	5	23	gexf	8	4	0.5
336	cut	cap	first	R-MAT.50.10.23.gexf	50	321	2	1	[14, 14, 14, 14]	27	20	22.0	20.0	2446	2	0	0	0	[27.0, 22.0, 21.0, 20.0]	R-MAT	50	10	23	gexf	27	1.35	0.5
337	cut	cap	first	R-MAT.50.10.23.gexf	50	321	3	2	[14, 14, 14, 14]	27	17	20.0	17.0	1725	2	0	0	0	[27.0, 20.0, 19.0, 17.0]	R-MAT	50	10	23	gexf	27	1.58823529411765	0.5
338	cut	cap	first	R-MAT.50.10.23.gexf	50	321	5	3	[14, 14, 14, 14]	27	13	16.0	13.0	2106	2	0	0	0	[27.0, 16.0, 15.0, 13.0]	R-MAT	50	10	23	gexf	27	2.07692307692308	0.5
